Challenge Date,IP Address,User Agent,Country,Challenge Type
Mon Sep 16 12:23:46 UTC 2024,136.158.39.222,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/26.0 Chrome/122.0.0.0 Mobile Safari/537.36",Norway,EMAIL_PIN_CHALLENGE
