Member Age,Buyer Groups,Company Names,Company Names,Company Follower of,Company Names,Company Category,Company Size,Degrees,degreeClass,Member Schools,Company Growth Rate,Fields of Study,Company Connections,Function By Size,Job Functions,Member Gender,Graduation Year,Member Groups,Company Industries,Member Interests,Interface Locales,interfaceLocale,Member Traits,Profile Locations,Company Revenue,Job Seniorities,Member Skills,Job Titles,Job Titles,Job Titles,Years of Experience
18 to 24,,,,LinkedIn News Asia; Amazon; 70044791; LinkedIn; Technological Institute of the Philippines,,,,,,Technological Institute of the Philippines,,,,,,Female,2027,,,,English,en_US,Frequent Contributors; Android Users; Mobile Users,"Metro Manila; National Capital Region, Philippines; Asia; Southeast Asia; APAC; APJ; NCR - National Capital Region, Philippines; Asia; Quezon City; Philippines; Philippines",,,,,,,
